05:00-05:30,0,0,0,0,0,0,0,0,0,0,0,0
05:30-06:00,0,11,11,11,9,9,9,0,0,0,0,0
06:00-06:30,159,273,261,217,205,162,165,113,102,85,59,50
06:30-07:00,219,463,368,315,304,288,240,233,165,136,109,95
07:00-07:30,571,1012,870,734,544,543,467,313,302,245,208,183
07:30-08:00,952,1578,1312,1098,897,766,715,623,524,448,410,277
08:00-08:30,1363,2467,2131,1818,1188,1140,1148,815,861,513,409,423
08:30-09:00,1921,3382,2044,1959,1357,1193,1267,893,811,659,415,352
09:00-09:30,1234,2519,1664,1264,1024,910,922,611,566,397,297,243
09:30-10:00,1078,2235,1500,1445,949,828,733,583,537,342,213,151
10:00-10:30,901,1731,1275,1110,817,770,706,483,493,355,227,150
10:30-11:00,827,1371,1123,1006,865,631,779,513,465,329,201,165
11:00-11:30,734,1340,1089,974,681,718,570,507,447,353,239,128
11:30-12:00,656,1115,1262,851,898,815,753,559,415,346,135,141
12:00-12:30,571,1328,1210,1086,933,640,780,450,478,332,234,190
12:30-13:00,796,1495,1115,1193,786,857,632,600,528,297,212,152
13:00-13:30,811,1206,1400,1242,995,885,855,658,455,395,248,137
13:30-14:00,887,1575,1446,1067,1084,805,973,628,669,500,250,214
14:00-14:30,666,1590,1472,1226,1022,958,927,703,632,479,288,209
14:30-15:00,830,1692,1302,1452,1006,1021,739,723,642,394,282,212
15:00-15:30,1025,1459,1715,1238,1330,1202,1100,833,585,543,354,196
15:30-16:00,1047,2236,2169,1761,1560,1107,1362,851,880,674,330,269
16:00-16:30,1201,2466,2419,2244,2000,1764,1392,1312,948,749,431,291
16:30-17:00,1659,2768,2788,2616,2265,1981,1880,1455,1197,930,494,325
17:00-17:30,2128,4624,4021,3622,3300,3025,2883,1990,1617,1064,755,402
17:30-18:00,4538,7950,7747,6673,5316,4494,4063,3030,2759,2166,1143,662
18:00-18:30,6830,11100,11344,10101,9186,7974,7342,5726,4704,3542,1979,1117
18:30-19:00,9069,13460,13831,12653,11707,10581,9866,7762,5623,5008,2770,1593
19:00-19:30,6166,11491,12220,11373,10478,9522,9206,7438,5995,4787,2692,1646
19:30-20:00,4452,8324,8690,7828,8034,7162,6985,5769,4697,3446,2091,1254
20:00-20:30,2558,5412,6287,5749,4460,4705,4442,3823,3416,2790,1443,875
20:30-21:00,2352,5360,4463,4553,4406,3321,3543,2891,2250,1845,970,673
21:00-21:30,1728,3890,4081,3589,3733,3213,3005,2464,1917,1571,836,419
21:30-22:00,1432,3480,3870,3322,2416,2761,2611,2164,1668,1302,671,473
22:00-22:30,1539,2842,3400,2207,2568,2211,1635,1797,1148,1220,675,443
22:30-23:00,1062,2437,1953,2343,2022,1383,1684,1379,1059,860,443,213
23:00-23:30,538,866,1283,1046,769,1043,982,621,739,562,256,264
23:30-00:00,138,269,267,218,340,298,280,380,242,180,150,73
