05:00-05:30,17,48,35,41,68,69,75,62,1078,784,732,386,289,295,175,177,0,0
05:30-06:00,152,208,239,245,205,273,347,263,1081,741,711,1074,464,466,360,225,402,143
06:00-06:30,500,428,449,421,739,661,641,615,1134,1251,1011,1049,870,909,840,686,737,475
06:30-07:00,1302,1504,1259,1365,1599,1775,1808,1207,2016,2030,1947,2021,2307,2168,2206,1737,1866,1506
07:00-07:30,3040,2893,2944,3029,3958,3553,3897,2962,2998,4200,4074,3739,4054,4059,3843,3149,3401,3359
07:30-08:00,6122,6667,6155,5869,7135,7141,6450,4445,4890,6502,6385,6405,7915,8547,8849,6227,6867,6620
08:00-08:30,8198,8719,8851,8728,11799,9585,9134,5204,5158,8102,8436,8402,9924,10617,11178,8316,9447,8635
08:30-09:00,8161,9083,8120,8691,10710,8774,7810,4964,4051,5685,5555,6103,7257,7751,8781,6978,8514,7384
09:00-09:30,4911,6317,6178,6327,8390,6423,5705,3240,3672,3940,4219,4247,5701,5369,5456,4562,5163,5889
09:30-10:00,3474,3864,3958,4004,5542,4852,4783,2704,3070,3850,3625,3580,3856,3662,4090,3404,4016,3420
10:00-10:30,2238,2517,2373,2634,3186,3188,3368,2682,2793,2540,2341,2626,2645,2939,2668,2490,2855,2469
10:30-11:00,2049,1836,2134,1860,2549,2951,2590,2444,2518,2925,2719,2721,2199,2181,2192,2257,2014,1859
11:00-11:30,1635,1947,1606,1935,2528,2589,2719,2393,2710,2391,2642,2226,2213,1953,2409,1990,2394,1918
11:30-12:00,1782,1666,2000,1710,2462,2301,2819,2138,1999,2395,2266,2352,1517,1751,1553,1871,1694,1802
12:00-12:30,1890,1872,1891,1977,2230,2720,2449,2608,2499,2408,1939,2305,1815,1840,1896,1889,2130,1709
12:30-13:00,1575,1950,1681,1993,2513,2631,2780,2118,2260,1994,2273,1976,1919,1689,1934,1557,1888,1869
13:00-13:30,1803,1606,1913,1672,2523,2284,2938,2344,2143,2449,2084,2356,1837,2019,1654,1889,1694,1817
13:30-14:00,1847,1932,1642,1895,2082,2426,2241,2321,2493,2550,2447,2470,2193,2146,1939,1554,1881,1609
14:00-14:30,1575,1940,1968,1773,2379,2519,2802,1964,2578,2264,2499,2167,2082,1804,1983,2056,2064,1931
14:30-15:00,1922,1641,1947,1486,2283,2138,2683,2191,2408,2398,1943,2258,1685,1927,1637,2011,1819,2017
15:00-15:30,2141,2110,2143,1736,1964,2474,2233,2230,2201,2526,2453,2511,1914,1975,1984,1757,2126,1816
15:30-16:00,1922,2234,1919,1901,2416,2780,2828,2037,2441,2225,2504,2351,2049,1783,2162,2469,2465,2277
16:00-16:30,2520,2278,2442,2191,2677,2725,3319,2662,2659,2789,2378,2916,2411,2354,2114,2695,2279,2151
16:30-17:00,3025,2955,3031,2433,2856,3565,3258,2610,2635,2850,2963,2744,2353,2604,3117,3165,3239,2875
17:00-17:30,4241,3977,4237,3575,4459,5573,5998,4071,4208,3703,3556,3751,2740,3113,4214,5457,5331,4504
17:30-18:00,6651,5541,6225,4207,5539,7779,8175,5947,5452,5467,5315,5052,4080,4400,6112,8675,8588,7224
18:00-18:30,7743,6847,6345,4864,5385,8400,9099,6473,6845,5970,5525,5771,4015,3990,6076,8650,8419,7469
18:30-19:00,5783,4944,5137,3903,5256,6502,7183,5771,6033,5038,5023,5216,3623,3444,4749,6844,6753,6191
19:00-19:30,4025,3485,3766,2926,4058,4998,5484,3838,3811,3832,4115,3665,2709,2623,3336,4678,4673,4207
19:30-20:00,2875,2695,2317,2264,3213,4001,4111,3267,3192,2572,2580,2592,2010,1861,2177,2966,2712,2332
20:00-20:30,1689,1900,2050,1646,2374,3276,2952,2246,2295,1889,2134,2089,1584,1425,1880,2396,2213,2021
20:30-21:00,1890,1518,1733,1197,2048,2268,2728,2325,2680,2232,1980,2210,1471,1443,1407,1910,1838,1867
21:00-21:30,1236,1360,1113,1204,1408,2002,2000,1739,1511,1371,1608,1337,1045,1103,1397,1462,1596,1240
21:30-22:00,1167,1111,1155,917,1685,1763,1731,1405,1553,1608,1389,1598,914,821,1164,1372,1361,1326
22:00-22:30,1033,760,881,703,862,1252,1223,1150,1112,1045,1043,1014,724,634,779,906,802,817
22:30-23:00,376,491,481,313,594,669,543,609,565,445,552,527,430,338,346,472,381,411
23:00-23:30,53,39,40,82,125,126,256,208,207,159,206,146,120,74,94,50,81,65
23:30-00:00,0,0,0,0,0,0,0,0,0,0,0,43,30,20,13,28,21,0
