05:00-05:30,187,387,362,399,362,337,282,301,250,217,237,151,165,0,0,0,0,0,0,0,0,0
05:30-06:00,706,1168,1166,1202,1136,1055,1173,945,688,756,626,568,466,644,552,534,423,649,419,410,309,304
06:00-06:30,1763,2968,2912,2988,2885,3381,3085,2771,2493,1925,2138,1486,1657,1350,1427,1104,1042,923,848,671,490,478
06:30-07:00,3798,6555,7440,7357,7564,7382,7855,7538,5584,5770,5211,4010,4037,3711,3610,2764,2231,1906,1422,1209,1085,847
07:00-07:30,5188,9576,11229,11831,14162,15208,15052,14250,11190,11142,11155,8949,8166,8021,6851,6289,4784,5039,3470,2764,2270,2073
07:30-08:00,7041,14357,15503,16804,18895,18145,19672,21526,16519,16375,16345,11830,11800,11649,10682,10456,7862,6764,4714,4734,3865,3931
08:00-08:30,8150,14267,18291,20421,20516,22660,24039,24115,17445,18317,18553,13950,14266,14161,13552,11538,8645,8313,5698,4933,4409,4201
08:30-09:00,6530,13519,17324,18680,22024,21208,22260,21971,16419,14708,14815,11085,11823,12043,11956,10697,7907,7530,4340,3724,3636,3048
09:00-09:30,5250,12364,12749,15467,17951,18738,15794,15963,12355,11500,11554,8829,8128,8134,8672,7702,5744,5590,3513,2767,2495,2167
09:30-10:00,2648,5393,7722,10586,10810,11441,12917,13620,8463,8636,8368,6711,6662,7354,6599,6184,4454,4626,2943,2557,1807,1621
10:00-10:30,1475,2891,3595,4284,4857,5879,6236,6860,4952,5417,6273,4478,5025,4464,4800,4248,3940,3712,2545,1756,1664,1494
10:30-11:00,1233,1892,2561,2573,3346,3086,4047,4774,4138,4202,3645,3689,3230,3894,3425,3670,3325,3228,2459,1966,1428,1258
11:00-11:30,885,1902,1880,2502,2382,3156,3967,3588,3676,3288,4034,3031,3524,3597,3573,3388,2730,3275,2046,1934,1445,1358
11:30-12:00,961,1662,1946,2348,2609,2448,3507,3689,3249,3352,3418,3163,3210,2801,3298,2804,3122,2790,2292,1658,1583,1165
12:00-12:30,947,1536,2098,2092,2697,3035,3076,3886,2993,3605,3084,3027,2660,3193,2712,3125,2690,3285,2385,2157,1439,1502
12:30-13:00,803,1798,1822,2476,2412,3095,3668,3306,3344,2966,3692,2830,3311,2824,3267,3107,3044,3101,1918,1961,1647,1463
13:00-13:30,739,1237,1794,1960,2596,2551,3182,4135,3216,3849,3341,3242,2841,3420,3428,2771,2948,2667,2105,1517,1379,1136
13:30-14:00,595,1272,1308,1891,1920,2555,3327,3115,3347,2982,3689,2766,3360,2936,2960,3367,2684,3212,2017,2067,1421,1341
14:00-14:30,555,943,1323,1420,1851,1832,2829,3185,2483,3074,3168,2960,2581,3126,3172,2691,3051,2948,2373,1707,1683,1293
14:30-15:00,481,1025,1234,1602,1836,2143,2385,3066,2985,3118,2764,2393,2892,2967,2637,3125,2617,3273,2113,2163,1503,1526
15:00-15:30,472,877,929,1356,1310,1902,2474,2397,2784,2544,3103,3053,3164,2803,3168,2781,3300,3726,2551,2263,1963,1378
15:30-16:00,488,908,1048,1114,1483,1531,2407,2661,2357,2919,2619,2982,2641,3300,3365,3758,3866,4071,3279,2674,2440,2139
16:00-16:30,449,776,1070,1449,1516,2104,2476,2887,3094,2950,3741,3209,3488,3780,3189,4337,4495,5235,3863,3534,2396,2433
16:30-17:00,617,1033,1232,1440,1743,2017,3014,3626,3273,3728,3713,3744,4165,4109,4411,4569,4874,5571,4079,4066,3207,2753
17:00-17:30,491,1018,1358,1816,2321,3198,4279,5550,5302,5961,6603,6116,6380,6748,6716,7466,7106,8380,5673,5604,4551,3689
17:30-18:00,562,1076,1465,2021,2534,3484,5457,6830,6598,7412,8675,8132,8955,9124,9189,9848,10924,12958,10470,9967,7346,6024
18:00-18:30,524,991,1388,2011,2452,3881,5518,7448,7244,8492,8315,9259,8741,9199,9520,10672,12442,13802,11204,11762,9330,7488
18:30-19:00,443,874,1243,1967,2174,2973,5151,6236,6224,6922,7402,7943,7592,8388,8303,9262,10746,14158,11709,10677,9153,7715
19:00-19:30,357,619,745,1469,1748,2787,3785,4217,4436,4631,5289,5140,6272,5733,5979,6312,7969,9521,7843,7694,7324,5981
19:30-20:00,242,396,666,1107,1276,1739,2874,3449,3319,3767,3943,4270,3889,4726,4707,5091,5649,6744,5949,5509,5058,4165
20:00-20:30,227,435,640,1029,1289,1394,2457,2790,2723,2776,2903,2951,3630,3181,3009,3982,4102,5107,4376,4390,3202,2987
20:30-21:00,200,387,433,980,1030,1345,2053,2310,2324,2891,2473,3039,2654,3246,3130,2796,3609,5246,3618,4155,3459,2799
21:00-21:30,140,288,490,802,771,1281,1469,2143,1814,1902,2496,2007,2645,2700,2095,3027,3363,4010,3223,3097,2833,2338
21:30-22:00,111,167,354,647,801,975,1577,1805,1809,1867,1878,2051,2150,2157,2158,2447,3014,3084,3221,3099,2673,2121
22:00-22:30,62,179,279,421,408,632,876,985,1286,1319,1129,1546,1668,1675,1678,2041,2570,3713,2565,2451,2230,1780
22:30-23:00,47,86,107,266,267,319,623,675,581,548,770,748,688,689,1027,1184,1135,1329,1534,1445,1259,986
23:00-23:30,0,0,0,0,0,0,83,87,162,154,147,149,301,299,297,346,636,688,578,447,668,485
23:30-00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,58,41
